HDate,MDate,HStartDate,MStartDate,ChickRecNo1,ChickRecNo2,ChickRecNo3,ChickRecNo4,ChickRecNo5,ChickRecNo6,ChickRecNo7,ChickRecNo8,ChickRecNo9,ChickRecNo10,ChickDate1,ChickDate2,ChickDate3,ChickDate4,ChickDate5,ChickDate6,ChickDesk1,ChickDesk2,ChickDesk3,ChickDesk4,ChickDesk5,ChickDesk6,Ratio,SerchAcc_Stat,HeadEd1,HeadEd2,HeadEd3,HeadEd4,FlagPict,PrintStandard,DocH,DocW,HeaderH,FooterH,BankAccNo,CRAccNo,DB1AccNo,DB2AccNo,DB3AccNo,DB4AccNo,DB5AccNo,DB6AccNo,AuctStatiAccNo,AuctStatiAccName,AuctStatiShow,RatioAccNo,BankAccName,CRAccName,DB1AccName,DB2AccName,DB3AccName,DB4AccName,DB5AccName,DB6AccName,RatioAccName,DB11AccName,DB22AccName,DB33AccName,DB44AccName,DB55AccName,DB66AccName,DB111AccName,DB222AccName,DB333AccName,DB444AccName,DB555AccName,DB666AccName,ShowRatio,SysDate,AddedTax,AddedTaxAccNo,AddedTaxAccName
False,True,1445/08/20,2025/07/01,True,True,True,False,False,False,,,,,False,False,False,False,False,False,,,,,,,7,False,شــركــة الـسـلـوم والــغيــث لتسويق الـتـمـور,المملكة العربية السعودية - الــقــصــيــم - بريدة,ت ف 0163270888 جوال 0553270888,302008893200003,,True,140,210,0,0,101,201,102,103,104,105,106,201,0,,False,4010001,الصندوق والبنوك,الموردون,العملاء1,العملاء2,العملاء3,العملاء4,العملاء5,الموردون,السعي,ع التمور,العملاء2,العملاء3,العملاء4,العملاء5,الموردون,تقارير يومية مدينة - العملاء1,تقارير يومية مدينة - العملاء2,تقارير يومية مدينة - العملاء3,تقارير يومية مدينة - العملاء4,تقارير يومية مدينة - العملاء5,تقارير يومية موردين العقود,True,0,15,2040001,الضريبة المضافة - للمزارعين
