RecId,RecNo,RecKnd,AccNo,AmntDB,AmntCR,ItemNo,ItemAmnt,ItemCont,Desc
17561,2624,43,2010561,84.63,0.0,0,0.0,0.0,سعي الفاتورة 660203
17562,2624,44,4010001,0.0,84.63,0,0.0,0.0,سعي الفاتورة 660203
17563,2624,45,2010561,12.69,0.0,0,0.0,0.0,ضريبة الفاتورة 660203
17564,2624,46,2040001,0.0,12.69,0,0.0,0.0,ضريبة الفاتورة 660203
17565,2625,41,1020945,880.0,0.0,28,40.0,22.0,
17566,2625,41,1020945,1827.0,0.0,28,21.0,87.0,
17567,2625,42,2010345,0.0,880.0,28,40.0,22.0,
17568,2625,42,2010345,0.0,1827.0,28,21.0,87.0,
17569,2625,43,2010345,189.49,0.0,0,0.0,0.0,سعي الفاتورة 660204
17570,2625,44,4010001,0.0,189.49,0,0.0,0.0,سعي الفاتورة 660204
17571,2625,45,2010345,28.42,0.0,0,0.0,0.0,ضريبة الفاتورة 660204
17572,2625,46,2040001,0.0,28.42,0,0.0,0.0,ضريبة الفاتورة 660204
17573,2626,41,1021206,3420.0,0.0,28,76.0,45.0,
17574,2626,42,2010155,0.0,3420.0,28,76.0,45.0,
17575,2626,43,2010155,239.4,0.0,0,0.0,0.0,سعي الفاتورة 660205
17576,2626,44,4010001,0.0,239.4,0,0.0,0.0,سعي الفاتورة 660205
17577,2626,45,2010155,35.91,0.0,0,0.0,0.0,ضريبة الفاتورة 660205
17578,2626,46,2040001,0.0,35.91,0,0.0,0.0,ضريبة الفاتورة 660205
17579,2627,41,1021183,2585.0,0.0,28,55.0,47.0,
17580,2627,42,2010198,0.0,2585.0,28,55.0,47.0,
17581,2628,41,1021343,234.0,0.0,28,18.0,13.0,
17582,2628,41,1021183,1400.0,0.0,28,70.0,20.0,
17583,2628,41,1020630,125.0,0.0,35,25.0,5.0,
17584,2628,42,2010418,0.0,234.0,28,18.0,13.0,
17585,2628,42,2010418,0.0,1400.0,28,70.0,20.0,
17586,2627,43,2010198,180.95,0.0,0,0.0,0.0,سعي الفاتورة 656817
17587,2628,42,2010418,0.0,125.0,35,25.0,5.0,
17588,2627,44,4010001,0.0,180.95,0,0.0,0.0,سعي الفاتورة 656817
17589,2628,43,2010418,123.13,0.0,0,0.0,0.0,سعي الفاتورة 660206
17590,2627,45,2010198,27.14,0.0,0,0.0,0.0,ضريبة الفاتورة 656817
17591,2628,44,4010001,0.0,123.13,0,0.0,0.0,سعي الفاتورة 660206
17592,2627,46,2040001,0.0,27.14,0,0.0,0.0,ضريبة الفاتورة 656817
17593,2628,45,2010418,18.47,0.0,0,0.0,0.0,ضريبة الفاتورة 660206
17594,2628,46,2040001,0.0,18.47,0,0.0,0.0,ضريبة الفاتورة 660206
17595,2629,41,1020217,2600.0,0.0,28,65.0,40.0,
17596,2629,42,2010372,0.0,2600.0,28,65.0,40.0,
17597,2629,43,2010372,182.0,0.0,0,0.0,0.0,سعي الفاتورة 660207
17598,2629,44,4010001,0.0,182.0,0,0.0,0.0,سعي الفاتورة 660207
17599,2629,45,2010372,27.3,0.0,0,0.0,0.0,ضريبة الفاتورة 660207
17600,2629,46,2040001,0.0,27.3,0,0.0,0.0,ضريبة الفاتورة 660207
17601,2630,41,1021550,4437.0,0.0,28,17.0,261.0,
17602,2630,42,2010738,0.0,4437.0,28,17.0,261.0,
17603,2630,43,2010738,310.59,0.0,0,0.0,0.0,سعي الفاتورة 656818
17604,2630,44,4010001,0.0,310.59,0,0.0,0.0,سعي الفاتورة 656818
17605,2630,45,2010738,46.59,0.0,0,0.0,0.0,ضريبة الفاتورة 656818
17606,2630,46,2040001,0.0,46.59,0,0.0,0.0,ضريبة الفاتورة 656818
17607,2631,41,1021573,240.0,0.0,35,48.0,5.0,
17608,2631,41,1020217,1230.0,0.0,28,41.0,30.0,
17609,2631,42,2010238,0.0,240.0,35,48.0,5.0,
17610,2631,42,2010238,0.0,1230.0,28,41.0,30.0,
17611,2631,43,2010238,102.9,0.0,0,0.0,0.0,سعي الفاتورة 660208
17612,2631,44,4010001,0.0,102.9,0,0.0,0.0,سعي الفاتورة 660208
17613,2631,45,2010238,15.43,0.0,0,0.0,0.0,ضريبة الفاتورة 660208
17614,2631,46,2040001,0.0,15.43,0,0.0,0.0,ضريبة الفاتورة 660208
17615,2632,41,1020707,1920.0,0.0,28,60.0,32.0,
17616,2632,42,2010183,0.0,1920.0,28,60.0,32.0,
17617,2632,43,2010183,134.4,0.0,0,0.0,0.0,سعي الفاتورة 660209
17618,2632,44,4010001,0.0,134.4,0,0.0,0.0,سعي الفاتورة 660209
17619,2632,45,2010183,20.16,0.0,0,0.0,0.0,ضريبة الفاتورة 660209
17620,2632,46,2040001,0.0,20.16,0,0.0,0.0,ضريبة الفاتورة 660209
17621,2633,41,1021074,150.0,0.0,35,75.0,2.0,
17622,2633,42,2010744,0.0,150.0,35,75.0,2.0,
17623,2633,43,2010744,10.5,0.0,0,0.0,0.0,سعي الفاتورة 660210
17624,2633,44,4010001,0.0,10.5,0,0.0,0.0,سعي الفاتورة 660210
17625,2633,45,2010744,1.58,0.0,0,0.0,0.0,ضريبة الفاتورة 660210
17626,2633,46,2040001,0.0,1.58,0,0.0,0.0,ضريبة الفاتورة 660210
17627,2634,41,1020164,2020.0,0.0,28,20.0,101.0,
17628,2634,42,2010116,0.0,2020.0,28,20.0,101.0,
17629,2634,43,2010116,141.4,0.0,0,0.0,0.0,سعي الفاتورة 656819
17630,2634,44,4010001,0.0,141.4,0,0.0,0.0,سعي الفاتورة 656819
17631,2634,45,2010116,21.21,0.0,0,0.0,0.0,ضريبة الفاتورة 656819
17632,2634,46,2040001,0.0,21.21,0,0.0,0.0,ضريبة الفاتورة 656819
17633,2635,41,1020168,3510.0,0.0,35,45.0,78.0,
17634,2635,42,2010348,0.0,3510.0,35,45.0,78.0,
17635,2635,43,2010348,245.7,0.0,0,0.0,0.0,سعي الفاتورة 660211
17636,2635,44,4010001,0.0,245.7,0,0.0,0.0,سعي الفاتورة 660211
17637,2635,45,2010348,36.86,0.0,0,0.0,0.0,ضريبة الفاتورة 660211
17638,2635,46,2040001,0.0,36.86,0,0.0,0.0,ضريبة الفاتورة 660211
17639,2109,41,1021287,1400.0,0.0,35,35.0,40.0,
17640,2109,42,2010263,0.0,1400.0,35,35.0,40.0,
17641,2109,43,2010263,98.0,0.0,0,0.0,0.0,سعي الفاتورة 659452
17642,2109,44,4010001,0.0,98.0,0,0.0,0.0,سعي الفاتورة 659452
17643,2109,45,2010263,14.7,0.0,0,0.0,0.0,ضريبة الفاتورة 659452
17644,2109,46,2040001,0.0,14.7,0,0.0,0.0,ضريبة الفاتورة 659452
17645,2636,41,1020707,1200.0,0.0,28,120.0,10.0,
17646,2636,42,2010372,0.0,1200.0,28,120.0,10.0,
17647,2636,43,2010372,84.0,0.0,0,0.0,0.0,سعي الفاتورة 660212
17648,2636,44,4010001,0.0,84.0,0,0.0,0.0,سعي الفاتورة 660212
17649,2636,45,2010372,12.6,0.0,0,0.0,0.0,ضريبة الفاتورة 660212
17650,2636,46,2040001,0.0,12.6,0,0.0,0.0,ضريبة الفاتورة 660212
17651,2637,41,1020164,810.0,0.0,35,30.0,27.0,
17652,2637,42,2010116,0.0,810.0,35,30.0,27.0,
17653,2637,43,2010116,56.7,0.0,0,0.0,0.0,سعي الفاتورة 656820
17654,2637,44,4010001,0.0,56.7,0,0.0,0.0,سعي الفاتورة 656820
17655,2637,45,2010116,8.5,0.0,0,0.0,0.0,ضريبة الفاتورة 656820
17656,2637,46,2040001,0.0,8.5,0,0.0,0.0,ضريبة الفاتورة 656820
17657,2638,41,1020516,805.0,0.0,28,35.0,23.0,
17658,2638,42,2010116,0.0,805.0,28,35.0,23.0,
17659,2638,43,2010116,56.35,0.0,0,0.0,0.0,سعي الفاتورة 656821
17660,2638,44,4010001,0.0,56.35,0,0.0,0.0,سعي الفاتورة 656821
17661,2638,45,2010116,8.45,0.0,0,0.0,0.0,ضريبة الفاتورة 656821
17662,2638,46,2040001,0.0,8.45,0,0.0,0.0,ضريبة الفاتورة 656821
17663,2639,41,1020044,324.0,0.0,1,18.0,18.0,
17664,2639,41,1020044,2590.0,0.0,28,35.0,74.0,
17665,2639,42,2010336,0.0,324.0,1,18.0,18.0,
17666,2639,42,2010336,0.0,2590.0,28,35.0,74.0,
17667,2639,43,2010336,203.98,0.0,0,0.0,0.0,سعي الفاتورة 660213
17668,2639,44,4010001,0.0,203.98,0,0.0,0.0,سعي الفاتورة 660213
17669,2639,45,2010336,30.6,0.0,0,0.0,0.0,ضريبة الفاتورة 660213
17670,2639,46,2040001,0.0,30.6,0,0.0,0.0,ضريبة الفاتورة 660213
17671,2640,41,1020126,160.0,0.0,28,40.0,4.0,
17672,2640,42,2010600,0.0,160.0,28,40.0,4.0,
17673,2640,43,2010600,11.2,0.0,0,0.0,0.0,سعي الفاتورة 660214
17674,2640,44,4010001,0.0,11.2,0,0.0,0.0,سعي الفاتورة 660214
17675,2640,45,2010600,1.68,0.0,0,0.0,0.0,ضريبة الفاتورة 660214
17676,2640,46,2040001,0.0,1.68,0,0.0,0.0,ضريبة الفاتورة 660214
17677,2567,41,1021011,63.0,0.0,15,7.0,9.0,
17678,2567,41,1021011,50.0,0.0,7,3.33,15.0,
17679,2567,41,1021011,52.0,0.0,15,4.0,13.0,
17680,2567,42,2010537,0.0,63.0,15,7.0,9.0,
17681,2567,42,2010537,0.0,50.0,7,3.33,15.0,
17682,2567,42,2010537,0.0,52.0,15,4.0,13.0,
17683,2567,43,2010537,11.55,0.0,0,0.0,0.0,سعي الفاتورة 659903
17684,2567,44,4010001,0.0,11.55,0,0.0,0.0,سعي الفاتورة 659903
17685,2567,45,2010537,1.73,0.0,0,0.0,0.0,ضريبة الفاتورة 659903
17686,2567,46,2040001,0.0,1.73,0,0.0,0.0,ضريبة الفاتورة 659903
17693,2642,41,1020690,6768.0,0.0,28,47.0,144.0,
17694,2642,41,1020039,225.0,0.0,17,45.0,5.0,
17695,2642,42,2010552,0.0,6768.0,28,47.0,144.0,
17696,2642,42,2010552,0.0,225.0,17,45.0,5.0,
17697,2642,43,2010552,489.51,0.0,0,0.0,0.0,سعي الفاتورة 660215
17698,2642,44,4010001,0.0,489.51,0,0.0,0.0,سعي الفاتورة 660215
17699,2642,45,2010552,73.43,0.0,0,0.0,0.0,ضريبة الفاتورة 660215
17700,2642,46,2040001,0.0,73.43,0,0.0,0.0,ضريبة الفاتورة 660215
17701,2574,41,1021011,2156.0,0.0,35,28.0,77.0,
17702,2574,41,1021011,3519.0,0.0,28,23.0,153.0,
17703,2574,42,2010467,0.0,2156.0,35,28.0,77.0,
17704,2574,42,2010467,0.0,3519.0,28,23.0,153.0,
17705,2574,43,2010467,397.25,0.0,0,0.0,0.0,سعي الفاتورة 659906
17706,2574,44,4010001,0.0,397.25,0,0.0,0.0,سعي الفاتورة 659906
17707,2574,45,2010467,59.59,0.0,0,0.0,0.0,ضريبة الفاتورة 659906
17708,2574,46,2040001,0.0,59.59,0,0.0,0.0,ضريبة الفاتورة 659906
17709,2643,41,1020174,2806.0,0.0,28,46.0,61.0,
17710,2643,42,2010684,0.0,2806.0,28,46.0,61.0,
17711,2643,43,2010684,196.42,0.0,0,0.0,0.0,سعي الفاتورة 660216
17712,2643,44,4010001,0.0,196.42,0,0.0,0.0,سعي الفاتورة 660216
17713,2643,45,2010684,29.46,0.0,0,0.0,0.0,ضريبة الفاتورة 660216
17714,2643,46,2040001,0.0,29.46,0,0.0,0.0,ضريبة الفاتورة 660216
17715,2644,41,1020690,315.0,0.0,28,35.0,9.0,
17716,2644,42,2010592,0.0,315.0,28,35.0,9.0,
17717,2644,43,2010592,22.05,0.0,0,0.0,0.0,سعي الفاتورة 656823
17718,2644,44,4010001,0.0,22.05,0,0.0,0.0,سعي الفاتورة 656823
17719,2644,45,2010592,3.31,0.0,0,0.0,0.0,ضريبة الفاتورة 656823
17720,2644,46,2040001,0.0,3.31,0,0.0,0.0,ضريبة الفاتورة 656823
17721,2645,41,1021074,3660.0,0.0,28,60.0,61.0,
17722,2645,42,2010372,0.0,3660.0,28,60.0,61.0,
17723,2645,43,2010372,256.2,0.0,0,0.0,0.0,سعي الفاتورة 660217
17724,2645,44,4010001,0.0,256.2,0,0.0,0.0,سعي الفاتورة 660217
17725,2645,45,2010372,38.43,0.0,0,0.0,0.0,ضريبة الفاتورة 660217
17726,2645,46,2040001,0.0,38.43,0,0.0,0.0,ضريبة الفاتورة 660217
17727,2646,41,1020044,3750.0,0.0,28,25.0,150.0,
17728,2646,42,2010752,0.0,3750.0,28,25.0,150.0,
17729,2646,43,2010752,262.5,0.0,0,0.0,0.0,سعي الفاتورة 656824
17730,2646,44,4010001,0.0,262.5,0,0.0,0.0,سعي الفاتورة 656824
17731,2646,45,2010752,39.38,0.0,0,0.0,0.0,ضريبة الفاتورة 656824
17732,2646,46,2040001,0.0,39.38,0,0.0,0.0,ضريبة الفاتورة 656824
17733,2647,41,1020168,13640.0,0.0,28,22.0,620.0,
17734,2647,42,2010476,0.0,13640.0,28,22.0,620.0,
17735,2647,43,2010476,1364.0,0.0,0,0.0,0.0,سعي الفاتورة 660218
17736,2647,44,4010001,0.0,1364.0,0,0.0,0.0,سعي الفاتورة 660218
17737,2647,45,2010476,204.6,0.0,0,0.0,0.0,ضريبة الفاتورة 660218
17738,2647,46,2040001,0.0,204.6,0,0.0,0.0,ضريبة الفاتورة 660218
17739,2648,41,1020217,736.0,0.0,35,32.0,23.0,
17740,2648,42,2010412,0.0,736.0,35,32.0,23.0,
17741,2648,43,2010412,51.52,0.0,0,0.0,0.0,سعي الفاتورة 656825
17742,2648,44,4010001,0.0,51.52,0,0.0,0.0,سعي الفاتورة 656825
17743,2648,45,2010412,7.73,0.0,0,0.0,0.0,ضريبة الفاتورة 656825
17744,2648,46,2040001,0.0,7.73,0,0.0,0.0,ضريبة الفاتورة 656825
17745,2649,41,1020044,4640.0,0.0,28,29.0,160.0,
17746,2649,42,2010412,0.0,4640.0,28,29.0,160.0,
17747,2649,43,2010412,324.8,0.0,0,0.0,0.0,سعي الفاتورة 656826
17748,2649,44,4010001,0.0,324.8,0,0.0,0.0,سعي الفاتورة 656826
17749,2649,45,2010412,48.72,0.0,0,0.0,0.0,ضريبة الفاتورة 656826
17750,2649,46,2040001,0.0,48.72,0,0.0,0.0,ضريبة الفاتورة 656826
17751,2650,41,1020020,2304.0,0.0,28,32.0,72.0,
17752,2650,41,1020020,210.0,0.0,28,70.0,3.0,
17753,2650,41,1020114,738.0,0.0,1,18.0,41.0,
17754,2650,42,2010772,0.0,2304.0,28,32.0,72.0,
17755,2650,42,2010772,0.0,210.0,28,70.0,3.0,
17756,2650,42,2010772,0.0,738.0,1,18.0,41.0,
17757,2650,43,2010772,227.64,0.0,0,0.0,0.0,سعي الفاتورة 660219
17758,2650,44,4010001,0.0,227.64,0,0.0,0.0,سعي الفاتورة 660219
17759,2650,45,2010772,34.15,0.0,0,0.0,0.0,ضريبة الفاتورة 660219
17760,2650,46,2040001,0.0,34.15,0,0.0,0.0,ضريبة الفاتورة 660219
17761,2651,41,1020516,833.0,0.0,28,17.0,49.0,
17762,2651,42,2010523,0.0,833.0,28,17.0,49.0,
17763,2651,43,2010523,58.31,0.0,0,0.0,0.0,سعي الفاتورة 656827
17764,2651,44,4010001,0.0,58.31,0,0.0,0.0,سعي الفاتورة 656827
17765,2651,45,2010523,8.75,0.0,0,0.0,0.0,ضريبة الفاتورة 656827
17766,2651,46,2040001,0.0,8.75,0,0.0,0.0,ضريبة الفاتورة 656827
17773,2653,31,1010028,0.0,1035.0,0,0.0,0.0,قيمة فرق سعر للمشتري سند رقم 656508  --> محمد حمود الغفيص          *4444        لا.س
17774,2653,32,2010445,1035.0,0.0,0,0.0,0.0,قيمة فرق سعر للمشتري سند رقم 656508  --> الصندوق
17775,2522,41,1021557,1000.0,0.0,35,40.0,25.0,
17776,2522,41,1021557,900.0,0.0,24,150.0,6.0,
17777,2522,42,2010771,0.0,1000.0,35,40.0,25.0,
17778,2522,42,2010771,0.0,900.0,24,150.0,6.0,
17779,2522,43,2010771,133.0,0.0,0,0.0,0.0,سعي الفاتورة 657331
17780,2522,44,4010001,0.0,133.0,0,0.0,0.0,سعي الفاتورة 657331
17781,2522,45,2010771,19.95,0.0,0,0.0,0.0,ضريبة الفاتورة 657331
17782,2522,46,2040001,0.0,19.95,0,0.0,0.0,ضريبة الفاتورة 657331
17783,2526,41,1021074,1530.0,0.0,24,255.0,6.0,
17784,2526,42,2010744,0.0,1530.0,24,255.0,6.0,
17785,2526,43,2010744,107.1,0.0,0,0.0,0.0,سعي الفاتورة 657333
17786,2526,44,4010001,0.0,107.1,0,0.0,0.0,سعي الفاتورة 657333
17787,2526,45,2010744,16.06,0.0,0,0.0,0.0,ضريبة الفاتورة 657333
17788,2526,46,2040001,0.0,16.06,0,0.0,0.0,ضريبة الفاتورة 657333
17789,2537,41,1020707,3500.0,0.0,24,175.0,20.0,
17790,2537,41,1020707,2350.0,0.0,24,470.0,5.0,
17791,2537,42,2010714,0.0,3500.0,24,175.0,20.0,
17792,2537,42,2010714,0.0,2350.0,24,470.0,5.0,
17793,2537,43,2010714,409.5,0.0,0,0.0,0.0,سعي الفاتورة 657337
17794,2537,44,4010001,0.0,409.5,0,0.0,0.0,سعي الفاتورة 657337
17795,2537,45,2010714,61.42,0.0,0,0.0,0.0,ضريبة الفاتورة 657337
17796,2537,46,2040001,0.0,61.42,0,0.0,0.0,ضريبة الفاتورة 657337
17809,2116,41,1020170,7875.0,0.0,28,22.5,350.0,
17810,2116,42,2010284,0.0,7875.0,28,22.5,350.0,
17811,2116,43,2010284,551.25,0.0,0,0.0,0.0,سعي الفاتورة 658351
17812,2116,44,4010001,0.0,551.25,0,0.0,0.0,سعي الفاتورة 658351
17813,2116,45,2010284,82.69,0.0,0,0.0,0.0,ضريبة الفاتورة 658351
17814,2116,46,2040001,0.0,82.69,0,0.0,0.0,ضريبة الفاتورة 658351
17821,2656,41,1021287,720.0,0.0,35,30.0,24.0,
17822,2656,42,2010150,0.0,720.0,35,30.0,24.0,
17823,2656,43,2010150,50.4,0.0,0,0.0,0.0,سعي الفاتورة 658137
17824,2656,44,4010001,0.0,50.4,0,0.0,0.0,سعي الفاتورة 658137
17825,2656,45,2010150,7.56,0.0,0,0.0,0.0,ضريبة الفاتورة 658137
17826,2656,46,2040001,0.0,7.56,0,0.0,0.0,ضريبة الفاتورة 658137
17827,2657,41,1021112,705.0,0.0,1,15.0,47.0,
17828,2657,42,2010095,0.0,705.0,1,15.0,47.0,
17829,2657,43,2010095,49.35,0.0,0,0.0,0.0,سعي الفاتورة 658702
17830,2657,44,4010001,0.0,49.35,0,0.0,0.0,سعي الفاتورة 658702
17831,2657,45,2010095,7.4,0.0,0,0.0,0.0,ضريبة الفاتورة 658702
17832,2657,46,2040001,0.0,7.4,0,0.0,0.0,ضريبة الفاتورة 658702
17833,2658,41,1020835,8018.0,0.0,1,19.0,422.0,
17834,2658,42,2010493,0.0,8018.0,1,19.0,422.0,
17835,2658,43,2010493,561.26,0.0,0,0.0,0.0,سعي الفاتورة 658138
17836,2658,44,4010001,0.0,561.26,0,0.0,0.0,سعي الفاتورة 658138
17837,2658,45,2010493,84.19,0.0,0,0.0,0.0,ضريبة الفاتورة 658138
17838,2658,46,2040001,0.0,84.19,0,0.0,0.0,ضريبة الفاتورة 658138
17839,2659,41,1021183,2025.0,0.0,28,75.0,27.0,
17840,2659,41,1021183,495.0,0.0,35,55.0,9.0,
17841,2659,42,2010132,0.0,2025.0,28,75.0,27.0,
17842,2659,42,2010132,0.0,495.0,35,55.0,9.0,
17843,2659,43,2010132,176.4,0.0,0,0.0,0.0,سعي الفاتورة 658703
17844,2659,44,4010001,0.0,176.4,0,0.0,0.0,سعي الفاتورة 658703
17845,2659,45,2010132,26.46,0.0,0,0.0,0.0,ضريبة الفاتورة 658703
17846,2659,46,2040001,0.0,26.46,0,0.0,0.0,ضريبة الفاتورة 658703
17847,2660,41,1021377,132.0,0.0,1,6.0,22.0,
17848,2660,41,1021377,588.0,0.0,15,6.0,98.0,
17849,2660,42,2010252,0.0,132.0,1,6.0,22.0,
17850,2660,42,2010252,0.0,588.0,15,6.0,98.0,
17851,2660,43,2010252,50.4,0.0,0,0.0,0.0,سعي الفاتورة 658139
17852,2660,44,4010001,0.0,50.4,0,0.0,0.0,سعي الفاتورة 658139
17853,2660,45,2010252,7.56,0.0,0,0.0,0.0,ضريبة الفاتورة 658139
17854,2660,46,2040001,0.0,7.56,0,0.0,0.0,ضريبة الفاتورة 658139
17855,2661,41,1021112,900.0,0.0,35,30.0,30.0,
17856,2661,41,1021112,884.0,0.0,1,17.0,52.0,
17857,2661,41,1021112,731.0,0.0,28,17.0,43.0,
17858,2661,42,2010234,0.0,900.0,35,30.0,30.0,
17859,2661,42,2010234,0.0,884.0,1,17.0,52.0,
17860,2661,42,2010234,0.0,731.0,28,17.0,43.0,
17861,2661,43,2010234,176.05,0.0,0,0.0,0.0,سعي الفاتورة 658704
17862,2661,44,4010001,0.0,176.05,0,0.0,0.0,سعي الفاتورة 658704
17863,2661,45,2010234,26.41,0.0,0,0.0,0.0,ضريبة الفاتورة 658704
17864,2661,46,2040001,0.0,26.41,0,0.0,0.0,ضريبة الفاتورة 658704
17865,2662,41,1021377,828.0,0.0,1,18.0,46.0,
17866,2662,42,2010192,0.0,828.0,1,18.0,46.0,
17867,2662,43,2010192,57.96,0.0,0,0.0,0.0,سعي الفاتورة 658140
17868,2662,44,4010001,0.0,57.96,0,0.0,0.0,سعي الفاتورة 658140
17869,2662,45,2010192,8.69,0.0,0,0.0,0.0,ضريبة الفاتورة 658140
17870,2662,46,2040001,0.0,8.69,0,0.0,0.0,ضريبة الفاتورة 658140
17871,2663,41,1021112,100.0,0.0,35,25.0,4.0,
17872,2663,42,2010536,0.0,100.0,35,25.0,4.0,
17873,2663,43,2010536,7.0,0.0,0,0.0,0.0,سعي الفاتورة 658705
17874,2663,44,4010001,0.0,7.0,0,0.0,0.0,سعي الفاتورة 658705
17875,2663,45,2010536,1.05,0.0,0,0.0,0.0,ضريبة الفاتورة 658705
17876,2663,46,2040001,0.0,1.05,0,0.0,0.0,ضريبة الفاتورة 658705
17883,2665,31,1010028,0.0,1300.0,0,0.0,0.0,شقة  --> ابراهيم الغيث
17884,2665,32,1020142,1300.0,0.0,0,0.0,0.0,شقة  --> الصندوق
17885,2666,41,1021287,832.0,0.0,35,32.0,26.0,
17886,2666,42,2010252,0.0,832.0,35,32.0,26.0,
17887,2666,43,2010252,58.24,0.0,0,0.0,0.0,سعي الفاتورة 658142
17888,2666,44,4010001,0.0,58.24,0,0.0,0.0,سعي الفاتورة 658142
17889,2666,45,2010252,8.74,0.0,0,0.0,0.0,ضريبة الفاتورة 658142
17890,2666,46,2040001,0.0,8.74,0,0.0,0.0,ضريبة الفاتورة 658142
17891,2667,41,1021287,280.0,0.0,35,35.0,8.0,
17892,2667,42,2010146,0.0,280.0,35,35.0,8.0,
17893,2667,43,2010146,19.6,0.0,0,0.0,0.0,سعي الفاتورة 658143
17894,2667,44,4010001,0.0,19.6,0,0.0,0.0,سعي الفاتورة 658143
17895,2667,45,2010146,2.94,0.0,0,0.0,0.0,ضريبة الفاتورة 658143
17896,2667,46,2040001,0.0,2.94,0,0.0,0.0,ضريبة الفاتورة 658143
17897,2668,41,1021574,900.0,0.0,28,30.0,30.0,
17898,2668,42,2010195,0.0,900.0,28,30.0,30.0,
17899,2668,43,2010195,63.0,0.0,0,0.0,0.0,سعي الفاتورة 658706
17900,2668,44,4010001,0.0,63.0,0,0.0,0.0,سعي الفاتورة 658706
17901,2668,45,2010195,9.45,0.0,0,0.0,0.0,ضريبة الفاتورة 658706
17902,2668,46,2040001,0.0,9.45,0,0.0,0.0,ضريبة الفاتورة 658706
17903,2669,41,1021287,150.0,0.0,35,30.0,5.0,
17904,2669,42,2010807,0.0,150.0,35,30.0,5.0,
17905,2669,43,2010807,10.5,0.0,0,0.0,0.0,سعي الفاتورة 658144
17906,2669,44,4010001,0.0,10.5,0,0.0,0.0,سعي الفاتورة 658144
17907,2669,45,2010807,1.58,0.0,0,0.0,0.0,ضريبة الفاتورة 658144
17908,2669,46,2040001,0.0,1.58,0,0.0,0.0,ضريبة الفاتورة 658144
17909,2670,41,1021574,400.0,0.0,35,20.0,20.0,
17910,2670,42,2010773,0.0,400.0,35,20.0,20.0,
17911,2670,43,2010773,28.0,0.0,0,0.0,0.0,سعي الفاتورة 658707
17912,2670,44,4010001,0.0,28.0,0,0.0,0.0,سعي الفاتورة 658707
17913,2670,45,2010773,4.2,0.0,0,0.0,0.0,ضريبة الفاتورة 658707
17914,2670,46,2040001,0.0,4.2,0,0.0,0.0,ضريبة الفاتورة 658707
17915,2671,41,1021377,2000.0,0.0,28,20.0,100.0,
17916,2671,42,2010102,0.0,2000.0,28,20.0,100.0,
17917,2671,43,2010102,140.0,0.0,0,0.0,0.0,سعي الفاتورة 658145
17918,2671,44,4010001,0.0,140.0,0,0.0,0.0,سعي الفاتورة 658145
17919,2671,45,2010102,21.0,0.0,0,0.0,0.0,ضريبة الفاتورة 658145
17920,2671,46,2040001,0.0,21.0,0,0.0,0.0,ضريبة الفاتورة 658145
17927,2672,41,1020044,2400.0,0.0,28,25.0,96.0,
17928,2672,42,2010544,0.0,2400.0,28,25.0,96.0,
17929,2672,43,2010544,168.0,0.0,0,0.0,0.0,سعي الفاتورة 658708
17930,2672,44,4010001,0.0,168.0,0,0.0,0.0,سعي الفاتورة 658708
17931,2672,45,2010544,25.2,0.0,0,0.0,0.0,ضريبة الفاتورة 658708
17932,2672,46,2040001,0.0,25.2,0,0.0,0.0,ضريبة الفاتورة 658708
17933,2673,41,1021574,1612.0,0.0,28,52.0,31.0,
17934,2673,42,2010051,0.0,1612.0,28,52.0,31.0,
17935,2673,43,2010051,112.84,0.0,0,0.0,0.0,سعي الفاتورة 658709
17936,2673,44,4010001,0.0,112.84,0,0.0,0.0,سعي الفاتورة 658709
17937,2673,45,2010051,16.93,0.0,0,0.0,0.0,ضريبة الفاتورة 658709
17938,2673,46,2040001,0.0,16.93,0,0.0,0.0,ضريبة الفاتورة 658709
17939,2674,41,1020945,3735.0,0.0,28,45.0,83.0,
17940,2674,42,2010620,0.0,3735.0,28,45.0,83.0,
17941,2674,43,2010620,261.45,0.0,0,0.0,0.0,سعي الفاتورة 658710
17942,2674,44,4010001,0.0,261.45,0,0.0,0.0,سعي الفاتورة 658710
17943,2674,45,2010620,39.22,0.0,0,0.0,0.0,ضريبة الفاتورة 658710
17944,2674,46,2040001,0.0,39.22,0,0.0,0.0,ضريبة الفاتورة 658710
17945,2675,41,1020114,640.0,0.0,1,20.0,32.0,
17946,2675,42,2010620,0.0,640.0,1,20.0,32.0,
17947,2675,43,2010620,44.8,0.0,0,0.0,0.0,سعي الفاتورة 658711
17948,2675,44,4010001,0.0,44.8,0,0.0,0.0,سعي الفاتورة 658711
17949,2675,45,2010620,6.72,0.0,0,0.0,0.0,ضريبة الفاتورة 658711
17950,2675,46,2040001,0.0,6.72,0,0.0,0.0,ضريبة الفاتورة 658711
17957,2677,41,1021574,360.0,0.0,35,45.0,8.0,
17958,2677,42,2010524,0.0,360.0,35,45.0,8.0,
17959,2677,43,2010524,25.2,0.0,0,0.0,0.0,سعي الفاتورة 658713
17960,2677,44,4010001,0.0,25.2,0,0.0,0.0,سعي الفاتورة 658713
17961,2677,45,2010524,3.78,0.0,0,0.0,0.0,ضريبة الفاتورة 658713
17962,2677,46,2040001,0.0,3.78,0,0.0,0.0,ضريبة الفاتورة 658713
17963,2678,41,1021112,2320.0,0.0,28,20.0,116.0,
