RecId,RecNo,RecKnd,AccNo,AmntDB,AmntCR,ItemNo,ItemAmnt,ItemCont,Desc
7,2,41,1020862,765.0,0.0,13,17.0,45.0,
8,2,42,2010032,0.0,765.0,13,17.0,45.0,
9,2,43,2010032,53.55,0.0,0,0.0,0.0,سعي الفاتورة 628601
10,2,44,4010001,0.0,53.55,0,0.0,0.0,سعي الفاتورة 628601
11,2,45,2010032,8.03,0.0,0,0.0,0.0,ضريبة الفاتورة 628601
12,2,46,2040001,0.0,8.03,0,0.0,0.0,ضريبة الفاتورة 628601
13,3,41,1010028,144.0,0.0,15,9.0,16.0,
14,3,41,1010028,100.0,0.0,15,10.0,10.0,
15,3,41,1010028,80.0,0.0,15,8.0,10.0,
16,3,41,1010028,50.0,0.0,15,5.0,10.0,
17,3,42,2010018,0.0,144.0,15,9.0,16.0,
18,3,42,2010018,0.0,100.0,15,10.0,10.0,
19,3,42,2010018,0.0,80.0,15,8.0,10.0,
20,3,42,2010018,0.0,50.0,15,5.0,10.0,
21,3,43,2010018,26.18,0.0,0,0.0,0.0,سعي الفاتورة 628603
22,3,44,4010001,0.0,26.18,0,0.0,0.0,سعي الفاتورة 628603
23,3,45,2010018,3.93,0.0,0,0.0,0.0,ضريبة الفاتورة 628603
24,3,46,2040001,0.0,3.93,0,0.0,0.0,ضريبة الفاتورة 628603
25,4,41,1010028,160.0,0.0,1,10.0,16.0,
26,4,42,2010018,0.0,160.0,1,10.0,16.0,
27,4,43,2010018,11.2,0.0,0,0.0,0.0,سعي الفاتورة 628605
28,4,44,4010001,0.0,11.2,0,0.0,0.0,سعي الفاتورة 628605
29,4,45,2010018,1.68,0.0,0,0.0,0.0,ضريبة الفاتورة 628605
30,4,46,2040001,0.0,1.68,0,0.0,0.0,ضريبة الفاتورة 628605
31,5,41,1010028,520.0,0.0,15,10.0,52.0,
32,5,41,1010028,50.0,0.0,15,10.0,5.0,
33,5,41,1010028,37.5,0.0,15,2.5,15.0,
34,5,42,2010018,0.0,520.0,15,10.0,52.0,
35,5,42,2010018,0.0,50.0,15,10.0,5.0,
36,5,42,2010018,0.0,37.5,15,2.5,15.0,
37,5,43,2010018,42.52,0.0,0,0.0,0.0,سعي الفاتورة 628606
38,5,44,4010001,0.0,42.52,0,0.0,0.0,سعي الفاتورة 628606
39,5,45,2010018,6.38,0.0,0,0.0,0.0,ضريبة الفاتورة 628606
40,5,46,2040001,0.0,6.38,0,0.0,0.0,ضريبة الفاتورة 628606
41,6,41,1010028,200.0,0.0,7,10.0,20.0,
42,6,41,1010028,36.0,0.0,7,9.0,4.0,
43,6,41,1010028,135.0,0.0,7,9.0,15.0,
44,6,41,1010028,45.0,0.0,7,9.0,5.0,
45,6,41,1010028,234.0,0.0,7,6.0,39.0,
46,6,41,1010028,25.0,0.0,7,5.0,5.0,
47,6,41,1010028,49.0,0.0,7,7.0,7.0,
48,6,42,2010018,0.0,200.0,7,10.0,20.0,
49,6,42,2010018,0.0,36.0,7,9.0,4.0,
50,6,42,2010018,0.0,135.0,7,9.0,15.0,
51,6,42,2010018,0.0,45.0,7,9.0,5.0,
52,6,42,2010018,0.0,234.0,7,6.0,39.0,
53,6,42,2010018,0.0,25.0,7,5.0,5.0,
54,6,42,2010018,0.0,49.0,7,7.0,7.0,
55,6,43,2010018,50.68,0.0,0,0.0,0.0,سعي الفاتورة 628607
56,6,44,4010001,0.0,50.68,0,0.0,0.0,سعي الفاتورة 628607
57,6,45,2010018,7.6,0.0,0,0.0,0.0,ضريبة الفاتورة 628607
58,6,46,2040001,0.0,7.6,0,0.0,0.0,ضريبة الفاتورة 628607
59,7,41,1021181,48.0,0.0,2,6.0,8.0,
60,7,41,1021181,210.0,0.0,7,7.0,30.0,
61,7,41,1021181,150.0,0.0,2,5.0,30.0,
62,7,41,1010019,315.0,0.0,5,5.0,63.0,
63,7,41,1010019,80.0,0.0,7,5.0,16.0,
64,7,41,1010019,138.0,0.0,28,3.0,46.0,
65,7,42,2010018,0.0,48.0,2,6.0,8.0,
66,7,42,2010018,0.0,210.0,7,7.0,30.0,
67,7,42,2010018,0.0,150.0,2,5.0,30.0,
68,7,42,2010018,0.0,315.0,5,5.0,63.0,
69,7,42,2010018,0.0,80.0,7,5.0,16.0,
70,7,42,2010018,0.0,138.0,28,3.0,46.0,
71,7,43,2010018,65.87,0.0,0,0.0,0.0,سعي الفاتورة 656951
72,7,44,4010001,0.0,65.87,0,0.0,0.0,سعي الفاتورة 656951
73,7,45,2010018,9.88,0.0,0,0.0,0.0,ضريبة الفاتورة 656951
74,7,46,2040001,0.0,9.88,0,0.0,0.0,ضريبة الفاتورة 656951
85,9,41,1010019,330.0,0.0,28,15.0,22.0,
86,9,41,1021181,15.0,0.0,28,15.0,1.0,
87,9,41,1010019,280.0,0.0,17,8.0,35.0,
88,9,41,1010019,31.5,0.0,17,4.5,7.0,
89,9,41,1010019,232.0,0.0,17,8.0,29.0,
90,9,41,1021181,8.0,0.0,17,8.0,1.0,
91,9,41,1010019,8.0,0.0,17,8.0,1.0,
92,9,42,2010046,0.0,330.0,28,15.0,22.0,
93,9,42,2010046,0.0,15.0,28,15.0,1.0,
94,9,42,2010046,0.0,280.0,17,8.0,35.0,
95,9,42,2010046,0.0,31.5,17,4.5,7.0,
96,9,42,2010046,0.0,232.0,17,8.0,29.0,
97,9,42,2010046,0.0,8.0,17,8.0,1.0,
98,9,42,2010046,0.0,8.0,17,8.0,1.0,
99,9,43,2010046,63.32,0.0,0,0.0,0.0,سعي الفاتورة 656953
100,9,44,4010001,0.0,63.32,0,0.0,0.0,سعي الفاتورة 656953
101,9,45,2010046,9.5,0.0,0,0.0,0.0,ضريبة الفاتورة 656953
102,9,46,2040001,0.0,9.5,0,0.0,0.0,ضريبة الفاتورة 656953
103,10,41,1010019,72.0,0.0,35,9.0,8.0,
104,10,42,2010046,0.0,72.0,35,9.0,8.0,
105,10,43,2010046,5.04,0.0,0,0.0,0.0,سعي الفاتورة 656954
106,10,44,4010001,0.0,5.04,0,0.0,0.0,سعي الفاتورة 656954
107,10,45,2010046,0.76,0.0,0,0.0,0.0,ضريبة الفاتورة 656954
108,10,46,2040001,0.0,0.76,0,0.0,0.0,ضريبة الفاتورة 656954
119,12,41,1010019,850.0,0.0,13,17.0,50.0,
120,12,41,1021181,255.0,0.0,13,17.0,15.0,
121,12,41,1021181,72.0,0.0,7,6.0,12.0,
122,12,41,1021181,891.0,0.0,28,11.0,81.0,
123,12,41,1021181,60.0,0.0,13,15.0,4.0,
124,12,41,1021181,120.0,0.0,15,4.0,30.0,
125,12,42,2010032,0.0,850.0,13,17.0,50.0,
126,12,42,2010032,0.0,255.0,13,17.0,15.0,
127,12,42,2010032,0.0,72.0,7,6.0,12.0,
128,12,42,2010032,0.0,891.0,28,11.0,81.0,
129,12,42,2010032,0.0,60.0,13,15.0,4.0,
130,12,42,2010032,0.0,120.0,15,4.0,30.0,
131,12,43,2010032,157.36,0.0,0,0.0,0.0,سعي الفاتورة 656956
132,12,44,4010001,0.0,157.36,0,0.0,0.0,سعي الفاتورة 656956
133,12,45,2010032,23.6,0.0,0,0.0,0.0,ضريبة الفاتورة 656956
134,12,46,2040001,0.0,23.6,0,0.0,0.0,ضريبة الفاتورة 656956
153,16,41,1010019,200.0,0.0,15,4.0,50.0,
154,16,41,1010019,156.0,0.0,7,4.0,39.0,
155,16,41,1021181,150.0,0.0,5,5.0,30.0,
156,16,41,1021181,200.0,0.0,15,4.0,50.0,
157,16,41,1021181,14.0,0.0,15,7.0,2.0,
158,16,41,1021181,6.0,0.0,15,6.0,1.0,
159,16,41,1021181,15.0,0.0,1,1.5,10.0,
160,16,42,2010018,0.0,200.0,15,4.0,50.0,
161,16,42,2010018,0.0,156.0,7,4.0,39.0,
162,16,42,2010018,0.0,150.0,5,5.0,30.0,
163,16,42,2010018,0.0,200.0,15,4.0,50.0,
164,16,42,2010018,0.0,14.0,15,7.0,2.0,
165,16,42,2010018,0.0,6.0,15,6.0,1.0,
166,16,42,2010018,0.0,15.0,1,1.5,10.0,
167,16,43,2010018,51.87,0.0,0,0.0,0.0,سعي الفاتورة 656958
168,16,44,4010001,0.0,51.87,0,0.0,0.0,سعي الفاتورة 656958
169,16,45,2010018,7.78,0.0,0,0.0,0.0,ضريبة الفاتورة 656958
170,16,46,2040001,0.0,7.78,0,0.0,0.0,ضريبة الفاتورة 656958
185,19,41,1021181,2.0,0.0,1,2.0,1.0,
186,19,41,1021181,15.0,0.0,5,3.0,5.0,
187,19,41,1021181,5.0,0.0,5,2.5,2.0,
188,19,41,1021181,10.0,0.0,5,2.0,5.0,
189,19,41,1021181,8.0,0.0,5,2.0,4.0,
190,19,41,1010019,2.0,0.0,5,2.0,1.0,
191,19,41,1021181,52.0,0.0,5,2.0,26.0,
192,19,42,2010018,0.0,2.0,1,2.0,1.0,
193,19,42,2010018,0.0,15.0,5,3.0,5.0,
194,19,42,2010018,0.0,5.0,5,2.5,2.0,
195,19,42,2010018,0.0,10.0,5,2.0,5.0,
196,19,42,2010018,0.0,8.0,5,2.0,4.0,
197,19,42,2010018,0.0,2.0,5,2.0,1.0,
198,19,42,2010018,0.0,52.0,5,2.0,26.0,
199,19,43,2010018,6.58,0.0,0,0.0,0.0,سعي الفاتورة 656960
200,19,44,4010001,0.0,6.58,0,0.0,0.0,سعي الفاتورة 656960
201,19,45,2010018,0.99,0.0,0,0.0,0.0,ضريبة الفاتورة 656960
202,19,46,2040001,0.0,0.99,0,0.0,0.0,ضريبة الفاتورة 656960
209,21,41,1020236,40.0,0.0,3,8.0,5.0,
210,21,41,1020236,180.0,0.0,28,10.0,18.0,
211,21,41,1020236,944.0,0.0,28,8.0,118.0,
212,21,41,1020236,27.0,0.0,3,3.0,9.0,
213,21,41,1040035,40.0,0.0,15,4.0,10.0,
214,21,42,2010043,0.0,40.0,3,8.0,5.0,
215,21,42,2010043,0.0,180.0,28,10.0,18.0,
216,21,42,2010043,0.0,944.0,28,8.0,118.0,
217,21,42,2010043,0.0,27.0,3,3.0,9.0,
218,21,42,2010043,0.0,40.0,15,4.0,10.0,
219,21,43,2010043,86.17,0.0,0,0.0,0.0,سعي الفاتورة 655851
220,21,44,4010001,0.0,86.17,0,0.0,0.0,سعي الفاتورة 655851
221,21,45,2010043,12.93,0.0,0,0.0,0.0,ضريبة الفاتورة 655851
222,21,46,2040001,0.0,12.93,0,0.0,0.0,ضريبة الفاتورة 655851
223,22,41,1020236,56.0,0.0,28,7.0,8.0,
224,22,41,1010019,24.0,0.0,13,8.0,3.0,
225,22,42,2010039,0.0,56.0,28,7.0,8.0,
226,22,42,2010039,0.0,24.0,13,8.0,3.0,
227,22,43,2010039,5.6,0.0,0,0.0,0.0,سعي الفاتورة 655852
228,22,44,4010001,0.0,5.6,0,0.0,0.0,سعي الفاتورة 655852
229,22,45,2010039,0.84,0.0,0,0.0,0.0,ضريبة الفاتورة 655852
230,22,46,2040001,0.0,0.84,0,0.0,0.0,ضريبة الفاتورة 655852
231,23,41,1020236,420.0,0.0,28,7.0,60.0,
232,23,41,1020236,70.0,0.0,13,10.0,7.0,
233,23,41,1020236,14.0,0.0,15,7.0,2.0,
234,23,42,2010046,0.0,420.0,28,7.0,60.0,
235,23,42,2010046,0.0,70.0,13,10.0,7.0,
236,23,42,2010046,0.0,14.0,15,7.0,2.0,
237,23,43,2010046,35.28,0.0,0,0.0,0.0,سعي الفاتورة 655853
238,23,44,4010001,0.0,35.28,0,0.0,0.0,سعي الفاتورة 655853
239,23,45,2010046,5.29,0.0,0,0.0,0.0,ضريبة الفاتورة 655853
240,23,46,2040001,0.0,5.29,0,0.0,0.0,ضريبة الفاتورة 655853
241,24,41,1021521,250.0,0.0,13,5.0,50.0,
242,24,41,1020236,16.0,0.0,3,4.0,4.0,
243,24,41,1010019,50.0,0.0,13,10.0,5.0,
244,24,42,2010033,0.0,250.0,13,5.0,50.0,
245,24,42,2010033,0.0,16.0,3,4.0,4.0,
246,24,42,2010033,0.0,50.0,13,10.0,5.0,
247,24,43,2010033,22.12,0.0,0,0.0,0.0,سعي الفاتورة 655854
248,24,44,4010001,0.0,22.12,0,0.0,0.0,سعي الفاتورة 655854
249,24,45,2010033,3.32,0.0,0,0.0,0.0,ضريبة الفاتورة 655854
250,24,46,2040001,0.0,3.32,0,0.0,0.0,ضريبة الفاتورة 655854
251,25,41,1020236,100.0,0.0,1,10.0,10.0,
252,25,41,1020236,3328.0,0.0,28,8.0,416.0,
253,25,42,2010032,0.0,100.0,1,10.0,10.0,
254,25,42,2010032,0.0,3328.0,28,8.0,416.0,
255,25,43,2010032,239.96,0.0,0,0.0,0.0,سعي الفاتورة 655855
256,25,44,4010001,0.0,239.96,0,0.0,0.0,سعي الفاتورة 655855
257,25,45,2010032,35.99,0.0,0,0.0,0.0,ضريبة الفاتورة 655855
258,25,46,2040001,0.0,35.99,0,0.0,0.0,ضريبة الفاتورة 655855
289,29,41,1020862,610.0,0.0,9,10.0,61.0,
290,29,41,1021181,25.0,0.0,9,5.0,5.0,
291,29,41,1010019,25.0,0.0,9,5.0,5.0,
292,29,42,2010049,0.0,610.0,9,10.0,61.0,
293,29,42,2010049,0.0,25.0,9,5.0,5.0,
294,29,42,2010049,0.0,25.0,9,5.0,5.0,
295,29,43,2010049,46.2,0.0,0,0.0,0.0,سعي الفاتورة 656963
296,29,44,4010001,0.0,46.2,0,0.0,0.0,سعي الفاتورة 656963
297,29,45,2010049,6.93,0.0,0,0.0,0.0,ضريبة الفاتورة 656963
298,29,46,2040001,0.0,6.93,0,0.0,0.0,ضريبة الفاتورة 656963
333,11,41,1021181,352.0,0.0,13,11.0,32.0,
334,11,41,1021181,125.0,0.0,5,5.0,25.0,
335,11,41,1010019,30.0,0.0,28,3.0,10.0,
336,11,42,2010033,0.0,352.0,13,11.0,32.0,
337,11,42,2010033,0.0,125.0,5,5.0,25.0,
338,11,42,2010033,0.0,30.0,28,3.0,10.0,
339,11,43,2010033,35.49,0.0,0,0.0,0.0,سعي الفاتورة 656955
340,11,44,4010001,0.0,35.49,0,0.0,0.0,سعي الفاتورة 656955
341,11,45,2010033,5.32,0.0,0,0.0,0.0,ضريبة الفاتورة 656955
342,11,46,2040001,0.0,5.32,0,0.0,0.0,ضريبة الفاتورة 656955
343,13,41,1020442,520.0,0.0,13,13.0,40.0,
344,13,42,2010033,0.0,520.0,13,13.0,40.0,
345,13,43,2010033,36.4,0.0,0,0.0,0.0,سعي الفاتورة 656957
346,13,44,4010001,0.0,36.4,0,0.0,0.0,سعي الفاتورة 656957
347,13,45,2010033,5.46,0.0,0,0.0,0.0,ضريبة الفاتورة 656957
348,13,46,2040001,0.0,5.46,0,0.0,0.0,ضريبة الفاتورة 656957
349,20,41,1010028,476.0,0.0,15,17.0,28.0,
350,20,42,2010033,0.0,476.0,15,17.0,28.0,
351,20,43,2010033,33.32,0.0,0,0.0,0.0,سعي الفاتورة 628602
352,20,44,4010001,0.0,33.32,0,0.0,0.0,سعي الفاتورة 628602
353,20,45,2010033,5.0,0.0,0,0.0,0.0,ضريبة الفاتورة 628602
354,20,46,2040001,0.0,5.0,0,0.0,0.0,ضريبة الفاتورة 628602
363,35,21,1010028,1645.0,0.0,0,0.0,0.0,تصفية صباحية --> م11
364,35,22,1021181,0.0,1645.0,0,0.0,0.0,تصفية صباحية --> الصندوق
365,36,21,1010028,5195.0,0.0,0,0.0,0.0,تصفية صباحية --> م4
366,36,22,1020236,0.0,5195.0,0,0.0,0.0,تصفية صباحية --> الصندوق
367,37,41,1021181,40.0,0.0,15,10.0,4.0,
368,37,41,1021181,1500.0,0.0,28,6.0,250.0,
369,37,41,1021181,467.5,0.0,28,8.5,55.0,
370,37,41,1021181,10.5,0.0,28,3.5,3.0,
371,37,42,2010043,0.0,40.0,15,10.0,4.0,
372,37,42,2010043,0.0,1500.0,28,6.0,250.0,
373,37,42,2010043,0.0,467.5,28,8.5,55.0,
374,37,42,2010043,0.0,10.5,28,3.5,3.0,
375,37,43,2010043,141.26,0.0,0,0.0,0.0,سعي الفاتورة 656964
376,37,44,4010001,0.0,141.26,0,0.0,0.0,سعي الفاتورة 656964
377,37,45,2010043,21.19,0.0,0,0.0,0.0,ضريبة الفاتورة 656964
378,37,46,2040001,0.0,21.19,0,0.0,0.0,ضريبة الفاتورة 656964
379,38,41,1020442,6555.0,0.0,28,7.5,874.0,
380,38,41,1021181,50.0,0.0,28,10.0,5.0,
381,38,41,1021181,192.0,0.0,1,6.0,32.0,
382,38,42,2010032,0.0,6555.0,28,7.5,874.0,
383,38,42,2010032,0.0,50.0,28,10.0,5.0,
384,38,42,2010032,0.0,192.0,1,6.0,32.0,
385,38,43,2010032,475.79,0.0,0,0.0,0.0,سعي الفاتورة 656965
386,38,44,4010001,0.0,475.79,0,0.0,0.0,سعي الفاتورة 656965
387,38,45,2010032,71.37,0.0,0,0.0,0.0,ضريبة الفاتورة 656965
388,38,46,2040001,0.0,71.37,0,0.0,0.0,ضريبة الفاتورة 656965
389,39,41,1010019,224.0,0.0,1,4.0,56.0,
390,39,42,2010049,0.0,224.0,1,4.0,56.0,
391,39,43,2010049,15.68,0.0,0,0.0,0.0,سعي الفاتورة 656966
392,39,44,4010001,0.0,15.68,0,0.0,0.0,سعي الفاتورة 656966
393,39,45,2010049,2.35,0.0,0,0.0,0.0,ضريبة الفاتورة 656966
394,39,46,2040001,0.0,2.35,0,0.0,0.0,ضريبة الفاتورة 656966
401,41,41,1020236,1750.0,0.0,28,35.0,50.0,
402,41,41,1020236,272.0,0.0,28,8.0,34.0,
403,41,42,2010046,0.0,1750.0,28,35.0,50.0,
404,41,42,2010046,0.0,272.0,28,8.0,34.0,
405,41,43,2010046,141.54,0.0,0,0.0,0.0,سعي الفاتورة 655858
406,41,44,4010001,0.0,141.54,0,0.0,0.0,سعي الفاتورة 655858
407,41,45,2010046,21.23,0.0,0,0.0,0.0,ضريبة الفاتورة 655858
408,41,46,2040001,0.0,21.23,0,0.0,0.0,ضريبة الفاتورة 655858
409,42,41,1010019,742.0,0.0,28,7.0,106.0,
410,42,42,2010058,0.0,742.0,28,7.0,106.0,
411,42,43,2010058,51.94,0.0,0,0.0,0.0,سعي الفاتورة 655859
412,42,44,4010001,0.0,51.94,0,0.0,0.0,سعي الفاتورة 655859
413,42,45,2010058,7.79,0.0,0,0.0,0.0,ضريبة الفاتورة 655859
414,42,46,2040001,0.0,7.79,0,0.0,0.0,ضريبة الفاتورة 655859
421,44,41,1010019,1275.0,0.0,35,15.0,85.0,
422,44,41,1010019,351.0,0.0,28,13.0,27.0,
423,44,41,1010019,1200.0,0.0,28,15.0,80.0,
424,44,41,1010019,325.0,0.0,28,13.0,25.0,
425,44,42,2010001,0.0,1275.0,35,15.0,85.0,
426,44,42,2010001,0.0,351.0,28,13.0,27.0,
427,44,42,2010001,0.0,1200.0,28,15.0,80.0,
428,44,42,2010001,0.0,325.0,28,13.0,25.0,
429,44,43,2010001,220.57,0.0,0,0.0,0.0,سعي الفاتورة 656005
430,44,44,4010001,0.0,220.57,0,0.0,0.0,سعي الفاتورة 656005
431,44,45,2010001,33.09,0.0,0,0.0,0.0,ضريبة الفاتورة 656005
432,44,46,2040001,0.0,33.09,0,0.0,0.0,ضريبة الفاتورة 656005
433,45,41,1020237,780.0,0.0,28,6.0,130.0,
434,45,42,2010046,0.0,780.0,28,6.0,130.0,
435,45,43,2010046,54.6,0.0,0,0.0,0.0,سعي الفاتورة 656006
436,45,44,4010001,0.0,54.6,0,0.0,0.0,سعي الفاتورة 656006
437,45,45,2010046,8.19,0.0,0,0.0,0.0,ضريبة الفاتورة 656006
438,45,46,2040001,0.0,8.19,0,0.0,0.0,ضريبة الفاتورة 656006
445,47,41,1020906,80.0,0.0,28,4.0,20.0,
446,47,41,1010019,100.0,0.0,7,5.0,20.0,
447,47,41,1020906,40.0,0.0,7,4.0,10.0,
448,47,41,1020906,35.0,0.0,7,3.89,9.0,
449,47,41,1020906,15.0,0.0,7,7.5,2.0,
450,47,41,1020906,50.0,0.0,7,5.0,10.0,
451,47,41,1020906,10.0,0.0,7,5.0,2.0,
452,47,42,2010018,0.0,80.0,28,4.0,20.0,
453,47,42,2010018,0.0,100.0,7,5.0,20.0,
454,47,42,2010018,0.0,40.0,7,4.0,10.0,
455,47,42,2010018,0.0,35.0,7,3.89,9.0,
456,47,42,2010018,0.0,15.0,7,7.5,2.0,
457,47,42,2010018,0.0,50.0,7,5.0,10.0,
458,47,42,2010018,0.0,10.0,7,5.0,2.0,
459,47,43,2010018,23.1,0.0,0,0.0,0.0,سعي الفاتورة 656101
460,47,44,4010001,0.0,23.1,0,0.0,0.0,سعي الفاتورة 656101
461,47,45,2010018,3.46,0.0,0,0.0,0.0,ضريبة الفاتورة 656101
462,47,46,2040001,0.0,3.46,0,0.0,0.0,ضريبة الفاتورة 656101
473,48,41,1020906,12.0,0.0,13,6.0,2.0,
474,48,41,1020906,10.0,0.0,5,5.0,2.0,
475,48,41,1020906,366.0,0.0,15,3.0,122.0,
476,48,42,2010018,0.0,12.0,13,6.0,2.0,
477,48,42,2010018,0.0,10.0,5,5.0,2.0,
478,48,42,2010018,0.0,366.0,15,3.0,122.0,
479,48,43,2010018,27.16,0.0,0,0.0,0.0,سعي الفاتورة 656102
480,48,44,4010001,0.0,27.16,0,0.0,0.0,سعي الفاتورة 656102
481,48,45,2010018,4.07,0.0,0,0.0,0.0,ضريبة الفاتورة 656102
482,48,46,2040001,0.0,4.07,0,0.0,0.0,ضريبة الفاتورة 656102
493,50,41,1020956,670.0,0.0,28,10.0,67.0,
494,50,42,2010046,0.0,670.0,28,10.0,67.0,
495,50,43,2010046,46.9,0.0,0,0.0,0.0,سعي الفاتورة 656202
496,50,44,4010001,0.0,46.9,0,0.0,0.0,سعي الفاتورة 656202
497,50,45,2010046,7.03,0.0,0,0.0,0.0,ضريبة الفاتورة 656202
498,50,46,2040001,0.0,7.03,0,0.0,0.0,ضريبة الفاتورة 656202
499,51,41,1020956,120.0,0.0,13,6.0,20.0,
500,51,41,1020956,120.0,0.0,13,6.0,20.0,
501,51,41,1020956,150.0,0.0,5,5.0,30.0,
502,51,41,1020956,200.0,0.0,5,5.0,40.0,
503,51,42,2010033,0.0,120.0,13,6.0,20.0,
504,51,42,2010033,0.0,120.0,13,6.0,20.0,
505,51,42,2010033,0.0,150.0,5,5.0,30.0,
506,51,42,2010033,0.0,200.0,5,5.0,40.0,
507,51,43,2010033,41.3,0.0,0,0.0,0.0,سعي الفاتورة 656203
508,51,44,4010001,0.0,41.3,0,0.0,0.0,سعي الفاتورة 656203
509,51,45,2010033,6.2,0.0,0,0.0,0.0,ضريبة الفاتورة 656203
510,51,46,2040001,0.0,6.2,0,0.0,0.0,ضريبة الفاتورة 656203
521,57,21,1010028,3007.5,0.0,0,0.0,0.0,تصفية صباحية --> م4
522,57,22,1020236,0.0,3007.5,0,0.0,0.0,تصفية صباحية --> الصندوق
523,58,21,1010028,780.0,0.0,0,0.0,0.0,تصفية صباحية --> م5
524,58,22,1020237,0.0,780.0,0,0.0,0.0,تصفية صباحية --> الصندوق
525,59,21,1010028,2260.0,0.0,0,0.0,0.0,تصفية صباحية --> م11
526,59,22,1021181,0.0,2260.0,0,0.0,0.0,تصفية صباحية --> الصندوق
527,60,21,1010028,6010.0,0.0,0,0.0,0.0,تصفية صباحية --> م36
528,60,22,1020956,0.0,6010.0,0,0.0,0.0,تصفية صباحية --> الصندوق
529,61,21,1010028,618.0,0.0,0,0.0,0.0,تصفية صباحية --> م98
530,61,22,1020906,0.0,618.0,0,0.0,0.0,تصفية صباحية --> الصندوق
541,62,21,1010019,5.0,0.0,0,0.0,0.0,دفعة تحت الحساب --> دمج الشبكه
542,62,22,1020442,0.0,5.0,0,0.0,0.0,دفعة تحت الحساب --> الشبكه
543,63,21,1010028,6550.0,0.0,0,0.0,0.0,دفعة تحت الحساب --> دمج الشبكه
544,63,22,1020442,0.0,6550.0,0,0.0,0.0,دفعة تحت الحساب --> الصندوق
545,64,21,1010028,2948.0,0.0,0,0.0,0.0,تصفية صباحية --> م11
546,64,22,1021181,0.0,2948.0,0,0.0,0.0,تصفية صباحية --> الصندوق
547,65,21,1010019,20.0,0.0,0,0.0,0.0,دفعة تحت الحساب --> دمج الشبكه
548,65,22,1020442,0.0,20.0,0,0.0,0.0,دفعة تحت الحساب --> الشبكه
549,66,21,1010028,500.0,0.0,0,0.0,0.0,دفعة تحت الحساب --> دمج الشبكه
550,66,22,1020442,0.0,500.0,0,0.0,0.0,دفعة تحت الحساب --> الصندوق
551,67,41,1020442,615.0,0.0,28,41.0,15.0,
552,67,41,1021181,1600.0,0.0,28,8.0,200.0,
553,67,42,2010138,0.0,615.0,28,41.0,15.0,
554,67,42,2010138,0.0,1600.0,28,8.0,200.0,
555,67,43,2010138,155.05,0.0,0,0.0,0.0,سعي الفاتورة 656967
556,67,44,4010001,0.0,155.05,0,0.0,0.0,سعي الفاتورة 656967
557,67,45,2010138,23.26,0.0,0,0.0,0.0,ضريبة الفاتورة 656967
558,67,46,2040001,0.0,23.26,0,0.0,0.0,ضريبة الفاتورة 656967
565,69,41,1021181,1852.5,0.0,28,6.5,285.0,
566,69,41,1021181,84.5,0.0,3,6.5,13.0,
567,69,42,2010043,0.0,1852.5,28,6.5,285.0,
568,69,42,2010043,0.0,84.5,3,6.5,13.0,
569,69,43,2010043,135.59,0.0,0,0.0,0.0,سعي الفاتورة 656969
570,69,44,4010001,0.0,135.59,0,0.0,0.0,سعي الفاتورة 656969
571,69,45,2010043,20.34,0.0,0,0.0,0.0,ضريبة الفاتورة 656969
572,69,46,2040001,0.0,20.34,0,0.0,0.0,ضريبة الفاتورة 656969
573,70,41,1021181,245.0,0.0,13,7.0,35.0,
574,70,41,1020442,1920.0,0.0,28,32.0,60.0,
575,70,41,1021181,667.0,0.0,28,23.0,29.0,
576,70,41,1010019,280.0,0.0,35,28.0,10.0,
577,70,42,2010195,0.0,245.0,13,7.0,35.0,
578,70,42,2010195,0.0,1920.0,28,32.0,60.0,
579,70,42,2010195,0.0,667.0,28,23.0,29.0,
580,70,42,2010195,0.0,280.0,35,28.0,10.0,
581,70,43,2010195,217.84,0.0,0,0.0,0.0,سعي الفاتورة 656970
582,70,44,4010001,0.0,217.84,0,0.0,0.0,سعي الفاتورة 656970
583,70,45,2010195,32.68,0.0,0,0.0,0.0,ضريبة الفاتورة 656970
584,70,46,2040001,0.0,32.68,0,0.0,0.0,ضريبة الفاتورة 656970
585,71,41,1010019,2850.0,0.0,28,50.0,57.0,
586,71,42,2010046,0.0,2850.0,28,50.0,57.0,
587,71,43,2010046,199.5,0.0,0,0.0,0.0,سعي الفاتورة 656971
588,71,44,4010001,0.0,199.5,0,0.0,0.0,سعي الفاتورة 656971
589,71,45,2010046,29.92,0.0,0,0.0,0.0,ضريبة الفاتورة 656971
590,71,46,2040001,0.0,29.92,0,0.0,0.0,ضريبة الفاتورة 656971
591,72,41,1021181,418.0,0.0,28,38.0,11.0,
592,72,42,2010062,0.0,418.0,28,38.0,11.0,
593,72,43,2010062,29.26,0.0,0,0.0,0.0,سعي الفاتورة 656972
594,72,44,4010001,0.0,29.26,0,0.0,0.0,سعي الفاتورة 656972
595,72,45,2010062,4.39,0.0,0,0.0,0.0,ضريبة الفاتورة 656972
596,72,46,2040001,0.0,4.39,0,0.0,0.0,ضريبة الفاتورة 656972
597,73,41,1021181,920.0,0.0,28,8.0,115.0,
598,73,42,2010137,0.0,920.0,28,8.0,115.0,
599,73,43,2010137,64.4,0.0,0,0.0,0.0,سعي الفاتورة 656973
600,73,44,4010001,0.0,64.4,0,0.0,0.0,سعي الفاتورة 656973
