15,10000,False
15,10001,False
15,10002,False
15,10003,False
15,10004,False
15,10005,False
15,10006,False
15,10007,False
15,10010,True
15,10011,True
15,10012,True
15,10013,True
15,10014,True
15,10015,True
15,10016,True
15,10017,True
15,10100,True
15,10101,True
15,10102,True
15,10103,False
15,10104,True
15,10105,True
15,10106,False
15,10107,True
15,10108,True
15,10109,True
15,10110,False
15,10111,False
15,10200,True
15,10201,True
15,10202,True
15,10203,False
15,10204,True
15,10205,True
15,10206,False
15,10207,True
15,10208,True
15,10300,True
15,10301,True
15,10302,True
15,10303,False
15,10304,True
15,10305,True
15,10306,False
15,10307,True
15,10308,True
15,10400,False
15,10401,False
15,10402,False
15,10403,False
15,10404,False
15,10405,False
15,10406,False
15,10407,False
15,10408,False
15,10500,True
15,10501,True
15,10502,True
15,10503,False
15,10504,True
15,10505,True
15,10506,False
15,10600,False
15,10601,False
15,10602,False
15,10603,False
15,10604,False
15,10605,False
15,10606,False
15,10607,False
15,10608,False
15,10700,True
15,10701,False
15,10702,False
15,10703,False
15,10704,True
15,10705,True
15,10706,False
15,10707,False
15,10708,False
15,10709,False
15,10710,False
15,10711,False
15,10712,False
15,10800,False
15,10801,False
15,10802,False
15,10803,False
15,10804,False
15,10805,False
15,10806,False
15,10900,True
15,10910,False
15,10920,False
15,10930,False
15,10940,False
15,10950,False
15,10951,False
15,10952,False
15,10953,False
15,10960,True
15,10961,True
15,10962,False
15,10963,False
15,10970,False
15,10980,True
15,10981,True
15,10982,True
15,10983,True
15,10984,True
15,10990,False
15,11000,True
15,11100,True
15,11200,False
15,11201,False
15,11202,False
15,11203,False
15,11204,False
15,11300,False
15,11301,False
15,11302,False
15,11303,False
15,11304,False
16,10000,False
16,10001,False
16,10002,False
16,10003,False
16,10004,False
16,10005,False
16,10006,False
16,10007,False
16,10010,True
16,10011,True
16,10012,True
16,10013,True
16,10014,True
16,10015,True
16,10016,True
16,10017,True
16,10100,True
16,10101,True
16,10102,True
16,10103,False
16,10104,True
16,10105,True
16,10106,False
16,10107,True
16,10108,True
16,10109,True
16,10110,False
16,10111,False
16,10200,True
16,10201,True
16,10202,True
16,10203,False
16,10204,True
16,10205,True
16,10206,False
16,10207,True
16,10208,True
16,10300,True
16,10301,True
