102,1020001,True
102,1020003,True
102,1020004,True
102,1020006,True
102,1020008,True
102,1020009,True
102,1020010,True
102,1020020,True
102,1020024,True
102,1020026,True
102,1020028,True
102,1020032,True
102,1020035,True
102,1020038,True
102,1020039,True
102,1020041,True
102,1020042,True
102,1020043,True
102,1020044,True
102,1020047,True
102,1020048,True
102,1020049,True
102,1020050,True
102,1020051,True
102,1020053,True
102,1020055,True
102,1020058,True
102,1020059,True
102,1020060,True
102,1020064,True
102,1020065,True
102,1020067,True
102,1020069,True
102,1020071,True
102,1020072,True
102,1020073,True
102,1020076,True
102,1020078,True
102,1020079,True
102,1020080,True
102,1020083,True
102,1020087,True
102,1020093,True
102,1020095,True
102,1020097,True
102,1020098,True
102,1020100,True
102,1020102,True
102,1020103,True
102,1020104,True
102,1020105,True
102,1020111,True
102,1020112,True
102,1020113,True
102,1020114,True
102,1020115,True
102,1020118,True
102,1020120,True
102,1020125,True
102,1020126,True
102,1020127,True
102,1020130,True
102,1020134,True
102,1020137,True
102,1020138,True
102,1020139,True
102,1020141,True
102,1020142,True
102,1020144,True
102,1020146,True
102,1020147,True
102,1020148,True
102,1020149,True
102,1020150,True
102,1020151,True
102,1020152,True
102,1020154,True
102,1020158,True
102,1020159,True
102,1020163,True
102,1020164,True
102,1020166,True
102,1020167,True
102,1020168,True
102,1020169,True
102,1020170,True
102,1020173,True
102,1020174,True
102,1020175,True
102,1020177,True
102,1020178,True
102,1020179,True
102,1020180,True
102,1020181,True
102,1020182,True
102,1020183,True
102,1020188,True
102,1020189,True
102,1020190,True
102,1020192,True
102,1020196,True
102,1020197,True
102,1020198,True
102,1020199,True
102,1020201,True
102,1020202,True
102,1020213,True
102,1020217,True
102,1020221,True
102,1020222,True
102,1020223,True
102,1020224,True
102,1020225,True
102,1020232,False
102,1020233,True
102,1020234,True
102,1020235,True
102,1020236,True
102,1020237,True
102,1020238,True
102,1020239,True
102,1020240,True
102,1020241,True
102,1020242,False
102,1020243,True
102,1020244,True
102,1020245,False
102,1020246,False
102,1020247,False
102,1020248,False
102,1020249,False
102,1020250,False
102,1020251,False
102,1020252,True
102,1020254,True
102,1020256,True
102,1020265,True
102,1020267,True
102,1020268,True
102,1020269,True
102,1020270,True
102,1020271,True
102,1020272,True
102,1020273,True
102,1020274,True
102,1020275,True
102,1020276,True
102,1020277,True
102,1020278,True
102,1020279,True
102,1020280,True
102,1020281,True
102,1020282,True
102,1020283,True
102,1020284,True
102,1020285,True
102,1020286,True
102,1020289,True
102,1020296,True
102,1020298,False
102,1020299,True
102,1020303,True
102,1020306,True
102,1020307,False
102,1020310,True
102,1020311,True
102,1020313,True
102,1020318,False
102,1020319,True
102,1020321,True
102,1020322,True
102,1020323,True
102,1020328,True
102,1020333,True
102,1020336,True
102,1020338,True
102,1020345,False
102,1020350,True
102,1020352,True
102,1020354,True
102,1020356,True
102,1020357,True
102,1020360,True
102,1020362,True
102,1020363,True
102,1020364,True
102,1020365,True
102,1020366,True
102,1020367,True
102,1020369,True
102,1020370,True
102,1020371,True
102,1020372,True
102,1020373,True
102,1020380,True
102,1020381,True
102,1020390,False
102,1020396,True
102,1020397,True
102,1020407,True
102,1020414,True
102,1020415,True
102,1020417,True
102,1020421,True
102,1020424,True
102,1020429,True
102,1020432,True
102,1020435,True
102,1020439,True
102,1020442,True
102,1020443,True
102,1020444,True
102,1020446,True
102,1020447,True
102,1020449,True
102,1020456,True
102,1020457,True
102,1020459,True
102,1020461,True
102,1020462,True
102,1020463,False
102,1020465,True
102,1020466,True
102,1020468,False
102,1020469,True
102,1020470,True
102,1020472,True
102,1020476,True
102,1020477,True
102,1020479,True
102,1020481,True
102,1020483,True
102,1020485,True
102,1020486,True
102,1020488,False
102,1020489,True
102,1020493,True
102,1020496,True
102,1020497,True
102,1020498,True
102,1020499,True
102,1020504,True
102,1020515,True
102,1020516,False
102,1020521,False
102,1020524,True
102,1020528,True
102,1020529,True
102,1020532,True
102,1020533,False
102,1020537,True
102,1020541,True
102,1020544,True
102,1020548,True
102,1020549,True
102,1020551,True
102,1020554,True
102,1020557,True
102,1020558,True
102,1020563,True
102,1020566,True
102,1020568,True
102,1020569,False
102,1020570,True
102,1020571,True
102,1020572,True
102,1020573,True
102,1020574,True
102,1020576,True
102,1020577,True
102,1020581,True
102,1020592,True
102,1020594,True
102,1020595,True
102,1020596,False
102,1020599,False
102,1020607,True
102,1020609,True
102,1020611,True
102,1020614,True
102,1020615,True
102,1020616,True
102,1020621,True
102,1020629,True
102,1020630,True
102,1020632,True
102,1020633,True
102,1020638,True
102,1020640,True
102,1020642,True
102,1020645,True
102,1020646,True
102,1020649,True
102,1020651,True
102,1020652,True
102,1020654,True
102,1020658,True
102,1020659,True
102,1020660,True
102,1020661,True
102,1020664,True
102,1020665,True
102,1020666,False
102,1020670,True
102,1020671,True
102,1020672,True
102,1020674,True
102,1020675,True
102,1020677,False
102,1020678,True
102,1020681,True
102,1020683,True
102,1020688,True
102,1020690,True
102,1020692,True
102,1020693,False
102,1020694,True
102,1020697,True
102,1020698,True
102,1020699,True
102,1020703,True
102,1020707,True
102,1020708,True
102,1020710,True
102,1020711,True
102,1020719,True
102,1020720,True
102,1020724,False
102,1020726,True
102,1020730,True
102,1020733,True
102,1020734,True
102,1020735,True
102,1020745,True
102,1020751,True
102,1020754,True
102,1020755,True
102,1020758,True
102,1020759,True
102,1020760,True
102,1020761,True
102,1020764,True
102,1020765,True
102,1020767,True
102,1020768,True
102,1020782,True
102,1020793,True
102,1020794,True
102,1020795,True
102,1020796,True
102,1020798,True
102,1020804,True
102,1020805,True
102,1020810,True
102,1020811,True
102,1020813,True
102,1020814,True
102,1020816,True
102,1020817,True
102,1020818,True
102,1020819,True
102,1020820,True
102,1020821,True
102,1020823,True
102,1020828,True
102,1020833,True
102,1020834,True
102,1020835,True
102,1020836,True
102,1020838,True
102,1020840,True
102,1020841,True
102,1020843,True
102,1020844,True
102,1020848,True
102,1020849,True
102,1020851,True
102,1020852,True
102,1020853,True
102,1020854,True
102,1020856,True
102,1020857,True
102,1020859,True
102,1020862,True
102,1020865,True
102,1020866,True
102,1020870,True
102,1020872,True
102,1020873,True
102,1020874,True
102,1020875,True
102,1020877,True
102,1020879,True
102,1020880,True
102,1020882,True
102,1020883,True
102,1020886,True
102,1020888,True
102,1020889,True
102,1020890,True
102,1020891,True
102,1020892,True
102,1020894,True
102,1020895,True
102,1020896,True
102,1020897,True
102,1020898,True
102,1020899,True
102,1020901,True
102,1020902,True
